country_id,country_name,date,Coverage,K-12 School Closure,Non-essential Businesses Closure,Gathering Limitations,Banning Gatherings of a Certain Size,Public information campaigns,Shelter-in-place Order,Close public transport,Travel Restrictions,State of Emergency Declaration,Note
MDA,Moldova,03-11-2020,General,,require closing (or work from home) for some sectors or categories of workers,,,,,,,,Schools are closed as of 11 March  https://www.garda.com/crisis24/news-alerts/322151/moldova-government-bans-flights-to-and-from-italy-and-announces-entry-restrictions-march-10-update-1
MDA,Moldova,03-10-2020,General,,,Require cancelling,,,,,,,"The local public authorities, the administrators of the leisure, recreation, sports halls, sports centers, swimming pools, fitness rooms, theaters, cinemas, concert halls, museums, and other units for training and recreation will ensure the cessation of organized activities, including in the recreation and leisure places on the territory of the Republic of Moldova, until 01.04.2020.  https://web.archive.org/save/https://web.archive.org/web/2020320225458/https://msmps.gov.md/ro/content/fost-instituit-cod-rosu-de-alerta-legatura-cu-evolutia-situatiei-epidemiologice-privind"
MDA,Moldova,01-01-2020,,,,,No restrictions,,,,,,
MDA,Moldova,03-10-2020,General,,,,Restrictions on gatherings between 10-100 people,,,,,,Red alert and bans gatherings more than 50 people  http://web.archive.org/web/2020502102300/https://msmps.gov.md/ro/content/fost-instituit-cod-rosu-de-alerta-legatura-cu-evolutia-situatiei-epidemiologice-privind
MDA,Moldova,03-21-2020,General,,,,Restrictions on gatherings of less than 10 people,,,,,,"On 21 March, the government declared a state of emergency for one month, shutting down all “non-essential” commerce and banning public gatherings of more than nine people:   https://web.archive.org/web/2020502103541/https://www.ecfr.eu/article/commentary_the_coronavirus_in_eastern_europe_avoiding_another_chernobyl"
MDA,Moldova,03-24-2020,General,,,,,Require closing (or prohibit most citizens from using it),,,,,https://web.archive.org/web/2020414211815/https://www.rferl.org/a/ukraine-records-26-new-covid-19-cases-as-kyiv-shuts-all-public-transportation/30503568.html
MDA,Moldova,03-24-2020,General,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,"""Residents were instructed to stay at home and can only leave only for work or to shop for food."" - https://web.archive.org/web/2020414211815/https://www.rferl.org/a/ukraine-records-26-new-covid-19-cases-as-kyiv-shuts-all-public-transportation/30503568.html"
MDA,Moldova,04-18-2020,General,,,,,,recommend not leaving house,,,,"https://seenews.com/news/coronavirus-cases-in-moldova-rise-to-3408-death-toll-reaches-101-696551    Since March 23, Moldova's emergency situations committee has banned people older than 63 years from leaving their home except to go to work, buy medicines or food or walk their pets.    On March 17, Moldova's parliament declared a countrywide state of emergency, in force until May 16."
MDA,Moldova,03-24-2020,General,,,,,,,Require closing (or prohibit most people from using it),,,"""Residents were instructed to stay at home and can only leave only for work or to shop for food."" - https://web.archive.org/web/2020414211815/https://www.rferl.org/a/ukraine-records-26-new-covid-19-cases-as-kyiv-shuts-all-public-transportation/30503568.html"
MDA,Moldova,04-18-2020,Targeted,,,,,,,Require closing (or prohibit most people from using it),,,"Quarantining of some villages: Quarantine regime was established in the settlements Etulia and Cismichioi, southern Vulcanesti district. https://web.archive.org/web/2020502103541/https://www.ecfr.eu/article/commentary_the_coronavirus_in_eastern_europe_avoiding_another_chernobyl"
MDA,Moldova,02-26-2020,,,,,,,,,Screening,,"""'Special thermal scanners are measuring body temperature, people perceive this procedure with understanding, thanking for responsible approach,' said the head of state."" - https://web.archive.org/save/http://www.infotag.md/populis-en/282846/"
MDA,Moldova,03-08-2020,,,,,,,,,Quarantine arrivals from high-risk regions,,https://web.archive.org/web/2020322105337/https://msmps.gov.md/ro/content/republica-moldova-fost-confirmat-primul-caz-de-coronavirus-se-iau-masuri-pentru-limitarea
MDA,Moldova,03-10-2020,,,,,,,,,Ban on high-risk regions,,"https://web.archive.org/web/*/https://www.garda.com/crisis24/news-alerts/322151/moldova-government-bans-flights-to-and-from-italy-and-announces-entry-restrictions-march-10-update-1 -- ""As of Tuesday, March 10, Moldova has banned all flights to and from Italy amid the coronavirus (COVID-19) pandemic."""
MDA,Moldova,03-17-2020,,,,,,,,,Total border closure,,Moldova closes its borders as of 17 March 2020  https://www.reuters.com/article/us-health-coronavirus-moldova/moldova-shuts-borders-halts-international-flights-over-coronavirus-ria-idUSKBN2120IZ
MDG,Madagascar,03-21-2020,General,Require closing all levels,,,,,,,,,"On 21 March, the Government of Madagascar declared a Health State of Emergency. Restrictions were introduced including the closure of all schools and universities https://web.archive.org/save/https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus"
MDG,Madagascar,03-21-2020,General,,require closing (or work from home) for some sectors or categories of workers,,,,,,,,"On 21 March, the Government of Madagascar declared a Health State of Emergency. Restrictions were introduced including the closure of all schools and universities, administrative offices, churches, event spaces, bars and restaurants. https://web.archive.org/save/https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus"
MDG,Madagascar,04-05-2020,General,,require closing (or work from home) all-butessential workplaces,,,,,,,,"he nationwide state of emergency was extended for two weeks on April 5 as part of efforts to curb the spread of the coronavirus. Under the state of emergency, all non-essential businesses were closed https://web.archive.org/save/https://www.garda.com/crisis24/news-alerts/334481/madagascar-covid-19-lockdown-measures-begin-to-ease-in-major-cities-april-20-update-6"
MDG,Madagascar,04-20-2020,Targeted,,recommend closing (or work from home),,,,,,,,"""as of April 20th Madagascan President Andry Rajoelina began easing coronavirus disease (COVID-19) lockdown measures in the cities of Antananarivo, Toamasina, and Fianarantsoa as of Monday, April 20, following the reported successful domestic testing of a remedy for the virus.""   https://web.archive.org/save/https://www.garda.com/crisis24/news-alerts/334481/madagascar-covid-19-lockdown-measures-begin-to-ease-in-major-cities-april-20-update-6"
MDG,Madagascar,03-21-2020,General,,,Require cancelling,,,,,,,All sporting fixtures and cultural events were cancelled. https://web.archive.org/save/https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus
MDG,Madagascar,01-01-2020,,,,,No restrictions,,,,,,
MDG,Madagascar,03-21-2020,General,,,,Restrictions on gatherings between 10-100 people,,,,,,"The state of emergency includes the closure of all non-essential businesses, the suspension of public transport and a nationwide curfew from 20:00-05:00 (local time). The closure of schools, universities, churches and concert halls remain closed and public gatherings of more than 50 people are prohibited. https://web.archive.org/save/https://www.garda.com/crisis24/news-alerts/329996/madagascar-nationwide-state-of-emergency-extended-lockdown-measures-in-fianarantsoa-april-5-update-5"
MDG,Madagascar,04-26-2020,Targeted,,,,Restrictions on gatherings between 10-100 people,,,,,,"The Health State of Emergency was renewed on 18 April for a further 15 days, with some relaxation of confinement measures e.g. permission to use public transport with limited passenger numbers (3 in a taxi, 18 in a taxi-be), gatherings of up to 50 people permitted and re-opening of some shops and restaurants (mornings only).  Source: https://web.archive.org/web/2020501012649/https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus"
MDG,Madagascar,03-21-2020,General,,,,,Require closing (or prohibit most citizens from using it),,,,,"The state of emergency includes the closure of all non-essential businesses, the suspension of public transport and a nationwide curfew from 20:00-05:00 (local time). The closure of schools, universities, churches and concert halls remain closed and public gatherings of more than 50 people are prohibited. https://web.archive.org/save/https://www.garda.com/crisis24/news-alerts/329996/madagascar-nationwide-state-of-emergency-extended-lockdown-measures-in-fianarantsoa-april-5-update-5"
MDG,Madagascar,04-20-2020,Targeted,,,,,Recommend closing (or significantly reduce volume/route/means of transport available),,,,,"""Public transport resumed in Antananarivo on Monday"" in response to distribution of an alleged herbal cure for coronavirus.   https://web.archive.org/web/2020428044439/https://www.france24.com/en/2020423-madagascar-hands-out-miracle-virus-cure-as-it-lifts-lockdown"
MDG,Madagascar,03-23-2020,Targeted,,,,,,Require not leaving house with minimal exceptions,,,,"The country's two main cities, Antananarivo and Toamasina have been locked down since March 23. It was extended to the city of Fianarantsoa on 5 April. Under lockdown, all individuals were required to stay home and one person per home was allowed to move out to buy essential items.  Source:  https://web.archive.org/web/2020426124522/https://www.garda.com/crisis24/news-alerts/325861/madagascar-antananarivo-and-toamasina-locked-down-to-prevent-spread-of-covid-19-march-23-update-4  https://web.archive.org/web/2020426124537/https://www.garda.com/crisis24/news-alerts/329996/madagascar-nationwide-state-of-emergency-extended-lockdown-measures-in-fianarantsoa-april-5-update-5"
MDG,Madagascar,04-20-2020,Targeted,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,Lockdown restrictions have been eased in these cities starting 20 April. People are allowed to move out between 6am and 1pm wearing masks.  Source: https://web.archive.org/web/2020426125658/https://www.garda.com/crisis24/news-alerts/334481/madagascar-covid-19-lockdown-measures-begin-to-ease-in-major-cities-april-20-update-6
MDG,Madagascar,03-21-2020,General,,,,,,,Require closing (or prohibit most people from using it),,,"On 21 March the Government of Madagascar declared a Health State of Emergency. All public transport has been halted and sanitary checks have been established at exit points from major cities.   Sources:   https://web.archive.org/web/2020426124522/https://www.garda.com/crisis24/news-alerts/325861/madagascar-antananarivo-and-toamasina-locked-down-to-prevent-spread-of-covid-19-march-23-update-4  https://web.archive.org/save/https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus    The Health State of Emergency was renewed on 18 April for a further 15 days. Although lockdown measures in major cities were eased, people are not allowed to leave their home cities.  Sources:   https://web.archive.org/web/2020426125658/https://www.garda.com/crisis24/news-alerts/334481/madagascar-covid-19-lockdown-measures-begin-to-ease-in-major-cities-april-20-update-6  https://web.archive.org/web/2020426125754/https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus"
MDG,Madagascar,03-15-2020,,,,,,,,,Ban on high-risk regions,,"Cruise ships continue to be prohibited from entering any port in the country as of Sunday, 15 March, also for a period of 30 days. https://web.archive.org/save/https://www.garda.com/crisis24/news-alerts/329996/madagascar-nationwide-state-of-emergency-extended-lockdown-measures-in-fianarantsoa-april-5-update-5"
MDG,Madagascar,03-20-2020,,,,,,,,,Total border closure,,"A 30-day suspension on all international flights to and from Madagascar remains in place as of Friday, March 20. https://web.archive.org/save/https://www.garda.com/crisis24/news-alerts/329996/madagascar-nationwide-state-of-emergency-extended-lockdown-measures-in-fianarantsoa-april-5-update-5"
MEX,Mexico,03-23-2020,General,Require closing all levels,,,,,,,,,The policy is mandatory for the whole country until April 19. [/web/2020414045939/https://www.gob.mx/salud/prensa/presentan-salud-y-sep-medidas-de-prevencion-para-el-sector-educativo-nacional-por-covid-19?idiom=es%2C+https%3A%2F%2Fwww.unotv.com%2Fnoticias%2Fportal%2Fnacional%2Fdetalle%2Fcoronavirus-en-mexico-anuncian-jornada-nacional-de-sana-distancia-491479%2F]
MEX,Mexico,03-26-2020,General,,require closing (or work from home) all-butessential workplaces,,,,,,,,"According to the Official Journal of the Federation the suspension of all non-essential activities in the public, private and social sectors is required from the 26 of March.       /web/2020414051855/https://www.dof.gob.mx/nota_detalle.php?codigo=5590339&fecha=24%2F03%2F2020"
MEX,Mexico,03-24-2020,General,,,Require cancelling,,,,,,,Public events prohibited https://web.archive.org/web/2020506170422/https://www.eluniversal.com.mx/english/covid-19-mexico-has-entered-second-phase-its-contingency-plan
MEX,Mexico,01-01-2020,,,,,No restrictions,,,,,,
MEX,Mexico,03-24-2020,General,,,,Restrictions on gatherings between 100-1000 people,,,,,,"""All meetings of 100 people or more are suspended.""  https://web.archive.org/web/2020409224920/https://www.unotv.com/noticias/portal/nacional/detalle/coronavirus-en-mexico-amlo-anuncia-plan-de-proteccion-contra-covid-19-776166/"
MEX,Mexico,03-30-2020,General,,,,Restrictions on gatherings between 10-100 people,,,,,,Mexico limits public gatherings to 50 people or less until April 30th   https://archive.vn/wip/kefma
MEX,Mexico,03-30-2020,Targeted,,,,,Recommend closing (or significantly reduce volume/route/means of transport available),,,,,Secretaria de Movilidad de la Ciudad de Mexico advises people to minimize the use of public transport: https://www.eluniversal.com.mx/metropoli/cdmx/coronavirus-en-mexico-para-evitar-contagios-piden-reducir-viajes-en-transporte
MEX,Mexico,04-18-2020,General,,,,,Recommend closing (or significantly reduce volume/route/means of transport available),,,,,Mobility Secretary of Mexico City recommends to use public transportation between 9:00 and 17:00 (not peak times) on his twitter account on the 16 of April. https://twitter.com/LaSEMOVI/status/1250786519901704193
MEX,Mexico,03-30-2020,General,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,On March 30th an order was issue requesting people to stay at home  https://web.archive.org/web/2020420181005/https://www.gob.mx/presidencia/prensa/llamo-a-la-unidad-incluso-a-los-adversarios-la-patria-es-primero-afirma-presidente?idiom=es
MEX,Mexico,03-24-2020,General,,,,,,,Recommend closing (or significantly reduce volume/route/means of transport),,,"It is recommended to the Mexican population to stay at home, but there is no enforcement and the internal boundaries, public transport and roads are operating normally. /web/2020414050435/https://coronavirus.gob.mx/quedate-en-casa/"
MEX,Mexico,03-30-2020,General,,,,,,,Require closing (or prohibit most people from using it),,,"It is declared a sanitary emergency from March 30 to April 30, where people are strongly recommended to stay in their homes, but people above 60 years old with certain characteristics are obliged to in all the Mexican territory.   https://web.archive.org/web/2020420181005/https://www.gob.mx/presidencia/prensa/llamo-a-la-unidad-incluso-a-los-adversarios-la-patria-es-primero-afirma-presidente?idiom=es"
MEX,Mexico,02-28-2020,,,,,,,,,Screening,,Screening people who had recently travelled to Italy. https://www.aljazeera.com/news/2020/02/mexico-confirms-cases-coronavirus-200228134156264.html  
MEX,Mexico,03-21-2020,,,,,,,,,Ban on high-risk regions,,Closure of US-Mexico Border  https://web.archive.org/web/2020409224613/https://www.dhs.gov/news/2020/03/20/joint-statement-us-mexico-joint-initiative-combat-covid-19-pandemic
MLI,Mali,03-19-2020,General,Require closing all levels,,,,,,,,,"Mali reported to close ""Public, private and denominational schools, including madarsas"" for three weeks.[https://web.archive.org/web/2020408211603/https://www.aa.com.tr/en/africa/mali-suspends-flights-from-covid-19-hit-countries-/1769908]"
MLI,Mali,03-25-2020,General,,,Require cancelling,,,,,,,"On 25 March 2020, the Government declared a state of health emergency and a curfew from 21h to 5h in the morning which came to complete a set of measures previously adopted including (...) the suspension until further notice of all public gatherings, including workshops, symposia, seminars and popular meetings""    Link: https://web.archive.org/web/2020427090758/https://reliefweb.int/report/mali/mali-coronavirus-covid-19-situation-report-no-1-reporting-period-25-march-08-april-2020"
MLI,Mali,01-01-2020,,,,,No restrictions,,,,,,No Data
MLI,Mali,03-25-2020,General,,,,Restrictions on gatherings between 10-100 people,,,,,,"""On 25 March 2020, the Government declared a state of health emergency and a curfew from 21h to 5h in the morning which came to complete a set of measures previously adopted including (...) the prohibition, until further notice, of social, sports, cultural and political groups of more than 50 people""    Link: https://web.archive.org/web/2020427090758/https://reliefweb.int/report/mali/mali-coronavirus-covid-19-situation-report-no-1-reporting-period-25-march-08-april-2020"
MLI,Mali,03-25-2020,General,,,,,Require closing (or prohibit most citizens from using it),,,,,
MLI,Mali,03-26-2020,General,,,,,,recommend not leaving house,,,,National curfew between 9pm and 5am.  Link: https://web.archive.org/web/2020427093811/https://www.facebook.com/Presidence.Mali/posts/3216037695082367
MLI,Mali,03-25-2020,General,,,,,,,Require closing (or prohibit most people from using it),,,
MLI,Mali,03-19-2020,,,,,,,,,Ban on high-risk regions,,
MMR,Myanmar,03-16-2020,General,Require closing (only some levels or categories),,,,,,,,,"The Ministry of Social Welfare, Relief and Resettlement ordered the closure of all preschools and nurseries starting on Monday (16 March) as part of the efforts to protect people from COVID-19 pandemic, which has spread to over 150 countries. Source: https://web.archive.org/web/2020430203544/https://www.mmtimes.com/news/myanmar-orders-closures-preschools-fight-against-covid-19.html"
MMR,Myanmar,03-24-2020,General,Require closing all levels,,,,,,,,,"On 24 March, the country's Ministry of Education ordered the closure of colleges and universities across the country. All schools remain closed since early March as part of the country's annual summer vacation that will continue till June.   Source: https://web.archive.org/web/2020324190403/https://www.aa.com.tr/en/asia-pacific/myanmar-announces-first-two-cases-of-coronavirus/1776851"
MMR,Myanmar,03-26-2020,General,,require closing (or work from home) for some sectors or categories of workers,,,,,,,,Myanmar Orders Half of Govt Employees to Stay Home Over COVID-19.  Source: https://web.archive.org/save/https://www.irrawaddy.com/news/burma/myanmar-orders-half-govt-employees-stay-home-covid-19.html
MMR,Myanmar,04-10-2020,Targeted,,require closing (or work from home) all-butessential workplaces,,,,,,,,"All Yangon residents have been told to observe a strict 10-day “stay home” period from April 10 to April 19, 2020, except those involved in COVID-19 prevention, control and treatment activities.    http://web.archive.org/web/2020407095910/https://www.irrawaddy.com/specials/myanmar-covid-19/myanmars-states-issue-heavy-restrictions-movement-ahead-thingyan-curb-covid-19.html"
MMR,Myanmar,03-13-2020,General,,,Require cancelling,,,,,,,https://web.archive.org/web/2020406212254/https://www.irrawaddy.com/news/burma/myanmar-govt-cancels-mass-gatherings-and-thingyan-water-festival-as-coronavirus-precaution.html
MMR,Myanmar,04-26-2020,Targeted,,,Require cancelling,,,,,,,
MMR,Myanmar,01-01-2020,,,,,No restrictions,,,,,,
MMR,Myanmar,03-13-2020,General,,,,Restrictions on gatherings between 10-100 people,,,,,,https://web.archive.org/web/2020406212254/https://www.irrawaddy.com/news/burma/myanmar-govt-cancels-mass-gatherings-and-thingyan-water-festival-as-coronavirus-precaution.html
MMR,Myanmar,04-17-2020,General,,,,Restrictions on gatherings of less than 10 people,,,,,,Gatherings with more than 5 people banned  https://web.archive.org/web/2020425195810/https://www.mmtimes.com/news/myanmar-bans-gatherings-five-and-more-covid-19-spreads.html
MMR,Myanmar,04-26-2020,Targeted,,,,Restrictions on gatherings of less than 10 people,,,,,,
MMR,Myanmar,04-07-2020,Targeted,,,,,Require closing (or prohibit most citizens from using it),,,,,The Shan State government has ordered the temporary suspension of all public transportation services from April 7 to April 21.    Source: http://web.archive.org/web/2020407095910/https://www.irrawaddy.com/specials/myanmar-covid-19/myanmars-states-issue-heavy-restrictions-movement-ahead-thingyan-curb-covid-19.html
MMR,Myanmar,04-14-2020,Targeted,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,"On April 14, the Sagaing regional government imposed a curfew banning residents from leaving their homes between 10pm and 4am daily.   https://web.archive.org/web/2020425195810/https://www.mmtimes.com/news/myanmar-bans-gatherings-five-and-more-covid-19-spreads.html"
MMR,Myanmar,04-26-2020,General,,,,,,require not leaving house with exceptions for daily exercise/ grocery shopping/ and ‘essential’ trips,,,,
MMR,Myanmar,04-01-2020,Targeted,,,,,,,Require closing (or prohibit most people from using it),,,"""Travel to and from Muse in northern Shan State has been restricted since April 1.""  https://web.archive.org/web/2020406211846/https://www.mmtimes.com/news/states-and-regions-myanmar-take-action-prevent-covid-19.html"
MMR,Myanmar,04-26-2020,General,,,,,,,Require closing (or prohibit most people from using it),,,
MMR,Myanmar,02-01-2020,,,,,,,,,Screening,,https://www.irrawaddy.com/news/burma/myanmar-govt-asks-tour-operators-suspend-travel-services-chinese-visitors.html
MMR,Myanmar,03-15-2020,,,,,,,,,Quarantine arrivals from high-risk regions,,"On March 15, Myanmar restricted entry by foreign travelers who in the last 14 days visited the Hubei Province in China or the Daegu and Gyeongbuk regions in South Korea, according to the country’s United States embassy. Myanmar nationals returning from those areas will be quarantined in a public hospital for 14 days, according to the country’s Ministry of Foreign Affairs. https://www.nytimes.com/article/coronavirus-travel-restrictions.html"
MMR,Myanmar,03-30-2020,,,,,,,,,Ban on high-risk regions,,On 29 March the government of Myanmar announced the suspension of all commercial passenger flights from any of its airports with effect from 23:59 on Monday 30 March.   https://www.gov.uk/foreign-travel-advice/myanmar/coronavirus
MNG,Mongolia,01-27-2020,General,Require closing all levels,,,,,,,,,"The State Emergency Commission decided to close all schools and kindergartens in the country from January 27, 2020 to March 2, 2020. This decision was later extended to April 30. [https://web.archive.org/web/2020413130551/https://montsame.mn/en/read/213965]  [http://web.archive.org/web/2020404101529/https://en.unesco.org/covid19/educationresponse] [http://web.archive.org/web/2020413131109/https://eeas.europa.eu/headquarters/headquarters-homepage/77102/coronavirus-update-6-april-mongolia_en]"
MNG,Mongolia,01-27-2020,General,,require closing (or work from home) for some sectors or categories of workers,,,,,,,,"A ban on the operations of monasteries, churches, bars and nightclubs, sauna, motels and a varying degree of sports and cultural entities such as yoga, dance clubs and tourism remain in effect until March 30. The restaurants that do remain open in the city are on a mandatory 10 p.m. closing schedule. Public trading centers that have been closed since March 10, such as the local-favorite Black Market, are reopened on 16th March. http://web.archive.org/web/2020404103344/https://www.forbes.com/sites/breannawilson/2020/03/16/mongolia-announces-3-new-covid-19-cases-totaling-4-how-they-got-coronavirus-precautions-right/ Public places such as gaming centres have been shut until further notice. http://web.archive.org/web/2020404095732/https://www.garda.com/crisis24/news-alerts/315326/mongolia-government-extends-school-closures-until-march-30-due-to-coronavirus-update-2 Closure of city administration cultural offices, e.g. libraries, museums, and community and cultural centers until April 30. Closure of schools, universities, cinemas and entertainment centers until April 30. Closure of bars and reduction of the operating hours of restaurants until April 30. https://web.archive.org/web/2020410103705/https://mn.usembassy.gov/covid-19-information/ Some mining operations are closed https://web.archive.org/web/2020410115425/https://www.mining-technology.com/mining-safety/rio-tinto-mongolia-coronavirus"
MNG,Mongolia,01-21-2020,General,,,Require cancelling,,,,,,,"Public events including conferences, sports, and entertainment events have been prohibited. Public places such as gaming centres have been shut until further notice. http://web.archive.org/web/2020404095732/https://www.garda.com/crisis24/news-alerts/315326/mongolia-government-extends-school-closures-until-march-30-due-to-coronavirus-update-2   All public events and gatherings through the upcoming weeks were now canceled, a major challenge with one of the most celebrated holidays of the year, Tsagaan Sar, or Mongolian Lunar New Year, quickly approaching in February. All of this pre-“social distancing.”http://web.archive.org/web/2020404103344/https://www.forbes.com/sites/breannawilson/2020/03/16/mongolia-announces-3-new-covid-19-cases-totaling-4-how-they-got-coronavirus-precautions-right/"
MNG,Mongolia,01-01-2020,,,,,No restrictions,,,,,,
MNG,Mongolia,02-21-2020,Targeted,,,,,Require closing (or prohibit most citizens from using it),,,,,"It was announced on February 19 that roads and other forms of transportation would be suspended or blocked over Tsagaan Sar (February 21-27) across six provinces to further enforce the need to self-isolate and not gather in large groups. A necessary action to keep the flow of movement limited over a holiday that holds significance in the country. Prior to the ban, traffic into Ulaanbaatar was monitored by stopping cars and requiring that all passengers have their foreheads scanned to detect an abnormal temperature. Something I myself experienced.  But not all public transportation was banned, within the capital the main bus lines were running, but were limited to running on “peak” hours. And even though in the U.S. the CDC advises that wearing a face mask isn’t necessary if you are not sick, they were mandatory while riding public transportation in Ulaanbaatar. http://web.archive.org/web/2020404103344/https://www.forbes.com/sites/breannawilson/2020/03/16/mongolia-announces-3-new-covid-19-cases-totaling-4-how-they-got-coronavirus-precautions-right/"
MNG,Mongolia,04-05-2020,Targeted,,,,,Recommend closing (or significantly reduce volume/route/means of transport available),,,,,"“Public transport service will not be stopped in the case the situation becomes tougher. Measures will be taken in stages further. The number of buses will be reduced by 35 percent on weekdays and by 50 percent on weekends, he added.” http://web.archive.org/web/2020410120438/https://montsame.mn/en/read/218524 http://web.archive.org/web/2020410115958/https://eeas.europa.eu/headquarters/headquarters-homepage/76360/mongolia-%E2%80%93-weekly-press-review-%E2%80%93-23-march-2020_en"
MNG,Mongolia,02-21-2020,Targeted,,,,,,,Require closing (or prohibit most people from using it),,, roads and other forms of transportation would be suspended or blocked over Tsagaan Sar (February 21-27) across six provinces. They actually stayed closed until March 16th http://web.archive.org/web/2020404103344/https://www.forbes.com/sites/breannawilson/2020/03/16/mongolia-announces-3-new-covid-19-cases-totaling-4-how-they-got-coronavirus-precautions-right/
MNG,Mongolia,01-27-2020,,,,,,,,,Ban on high-risk regions,,"Borders with China have been closed to foot and vehicle traffic since Monday, January 27. The Mongolian government announced on Friday, January 31, that it will close Mongolia's borders to all Chinese citizens and foreigners traveling from China from Saturday, February 1, through Monday, March 2. The travel restriction will apply to individuals traveling via air, rail, and road. Mongolians will also be prohibited from traveling to China from February 1 through March 2. After February 6, Mongolians in China will only be allowed to return via Ulaanbaatar's Chinggis Khaan International airport (ULN) or the Zamiin Uud rail border. As of Tuesday, February 18, 336 Mongolian citizens remain in China seeking to return home. http://web.archive.org/web/2020404095732/https://www.garda.com/crisis24/news-alerts/315326/mongolia-government-extends-school-closures-until-march-30-due-to-coronavirus-update-2"
MNG,Mongolia,04-06-2020,,,,,,,,,Total border closure,,"Mongolian authorities suspended the entry of all passengers through all border checkpoints until 30 April, 2020. https://web.archive.org/web/2020410102925/https://eeas.europa.eu/headquarters/headquarters-homepage/77102/coronavirus-update-6-april-mongolia_en "
MOZ,Mozambique,03-23-2020,General,Require closing all levels,,,,,,,,,"Current measures that have been in place since March 23 include the closure of all schools, suspension of entry visas, and an advisory against gatherings."
MOZ,Mozambique,03-19-2020,General,,,Recommend cancelling,,,,,,,"According to President Nyusi, the Mozambican Government will also suspend the organization and participation in all types of events with more than 300 people and discourage them from taking place in closed spaces and without adequate ventilation.; https://web.archive.org/web/2020506220744/https://www.presidencia.gov.mz/por/Actualidade/PR-anuncia-medidas-de-prevencao-do-COVID-19-no-pais"
MOZ,Mozambique,03-23-2020,General,,,Require cancelling,,,,,,,"Among the measures announced by the President, social events (both private and public) were limited to a maximum of 50 participants, except activities of strictly public interest. Measures take effect March 23; https://web.archive.org/web/2020506221328/https://www.presidencia.gov.mz/por/Actualidade/PR-anuncia-reforco-das-medidas-de-prevencao-do-COVID-19; https://web.archive.org/web/2020506221936/http://apanews.net/en/news/covid-19-mozambique-closes-schools-tightens-border-controls/ "
MOZ,Mozambique,01-01-2020,,,,,No restrictions,,,,,,
MOZ,Mozambique,03-23-2020,General,,,,Restrictions on gatherings between 10-100 people,,,,,,"Among the measures announced by the President, social events (both private and public) were limited to a maximum of 50 participants, except activities of strictly public interest. Measures take effect March 23; https://web.archive.org/web/2020506221328/https://www.presidencia.gov.mz/por/Actualidade/PR-anuncia-reforco-das-medidas-de-prevencao-do-COVID-19; https://web.archive.org/web/2020506221936/http://apanews.net/en/news/covid-19-mozambique-closes-schools-tightens-border-controls/ "
MOZ,Mozambique,04-01-2020,General,,,,,,recommend not leaving house,,,,State of Emergency takes effect; public events are banned and the government recommends limiting movement to essential trips; but does not impose a curfew; https://web.archive.org/web/2020427182522/http://apanews.net/en/news/mozambican-parliament-ratifies-declaration-of-state-of-emergency-on-coronavirus; https://web.archive.org/web/2020427183737/https://allafrica.com/stories/20204050193.html 
MOZ,Mozambique,02-11-2020,,,,,,,,,Screening,,"""The Health Surveillance System in Mozambique is on high alert and all citizens traveling to Mozambique from affected countries are rigorously assessed by health authorities at the main points of entry""; https://web.archive.org/web/2020506215822/http://www.misau.gov.mz/index.php/91-esclarecimento-sobre-a-pratica-de-uso-de-mascaras-e-quarentena-de-cidadaos-no-pais-no-ambito-do-cumprimento-de-recomendacoes-internacionais-sobre-a-epidemia-de-coronavirus"
MOZ,Mozambique,03-20-2020,,,,,,,,,Quarantine arrivals from high-risk regions,,"the Mozambican authorities have introduced a decision of a 14-day self-quarantine for travelers coming from or who recently have been in the following countries: China, Iran, South Korea, France, Germany, Italy, Spain, Denmark, Switzerland, USA, UK, the Netherlands and Sweden. This signifies that you would need to undergo a 14-day self-quarantine, including teleworking, at home, also if you have visited or transited through any of these countries. https://web.archive.org/save/https://www.netherlandsworldwide.nl/latest/news/2020/03/20/covid-information-mozambique-for-dutch-nationals"
MOZ,Mozambique,03-28-2020,,,,,,,,,Total border closure,,"Mozambique's National Migration Service (SENAMI) has confirmed the closure of the Ressano Garcia border post, which links the country and its largest trading partner, South Africa, with effect from Saturday as part of a strategic drive to stop the spread of the deadly coronavirus.   https://web.archive.org/save/http://apanews.net/en/news/mozambique-safrica-border-closed-to-contain-covid-19"
